order_id,merchant_id,customer_id,order_status,is_test,ordered_at,paid_at
O004094,M02548,C017176,shipped,,2025-02-09T19:58:24,2025-02-09T21:50:24
O004095,M02226,C013916,shipped,,2025-06-09T11:43:00,2025-06-09T12:55:00
O004096,M04245,C011307,shipped,,2026-02-23T20:54:27,2026-02-23T22:30:27
O004097,M04107,C004098,shipped,,2025-01-05T11:12:52,2025-01-05T13:08:52
O004098,M03645,C003776,shipped,,2026-01-15T16:39:19,2026-01-15T18:09:19
O004099,M00370,C003433,partially_shipped,,2025-05-19T10:08:58,2025-05-19T11:49:58
O004100,M01084,C011469,shipped,,2025-10-20T11:50:24,2025-10-20T12:12:24
O004101,M00265,C007355,pending,,2024-12-08T13:19:11,2024-12-08T13:57:11
O004102,M01780,C001142,cancelled,,2025-03-15T11:17:55,
O004103,M03657,C017727,partially_shipped,,2025-02-02T22:21:08,2025-02-02T23:28:08
O004104,M01929,C017266,shipped,,2025-01-14T17:24:15,2025-01-14T17:56:15
O004105,M03848,C016202,shipped,,2024-11-18T11:55:32,2024-11-18T12:16:32
O004106,M03696,C007019,shipped,,2025-03-01T10:55:06,2025-03-01T12:19:06
O004107,M02966,C008349,partially_shipped,,2025-04-03T13:31:12,2025-04-03T14:03:12
O004108,M04163,C009717,shipped,,2025-10-05T04:01:05,2025-10-05T05:16:05
O004109,M00903,C009458,shipped,,2025-07-31T03:34:57,2025-07-31T05:27:57
O004110,M03492,C003532,shipped,,2025-08-17T06:25:01,2025-08-17T07:45:01
O004111,M01633,C016362,shipped,,2026-04-12T00:11:35,2026-04-12T00:14:35
O004112,M04543,C017684,shipped,,2025-03-29T07:32:52,2025-03-29T08:06:52
O004113,M04949,C019552,shipped,,2025-02-19T01:43:03,2025-02-19T03:07:03
O004114,M02375,C019518,shipped,,2024-11-23T06:29:31,2024-11-23T08:16:31
O004115,M02358,C002790,shipped,,2025-10-03T05:39:37,2025-10-03T06:21:37
O004116,M04374,C002243,shipped,,2025-10-31T19:15:02,2025-10-31T19:20:02
O004117,M02548,C013496,shipped,,2025-09-30T17:44:27,2025-09-30T18:49:27
O004118,M00332,C012347,shipped,,2024-11-20T06:11:37,2024-11-20T06:39:37
O004119,M03298,C006412,shipped,,2026-03-31T18:45:49,2026-03-31T18:49:49
O004120,M02656,C005165,shipped,,2025-05-23T09:20:35,2025-05-23T11:18:35
O004121,M00148,C016868,shipped,,2025-01-02T18:43:02,2025-01-02T20:16:02
O004122,M02990,C004806,shipped,,2025-07-12T18:42:14,2025-07-12T19:41:14
O004123,M04855,C011353,partially_shipped,,2025-07-19T21:11:23,2025-07-19T22:35:23
O004124,M03194,C006665,shipped,,2025-11-01T11:27:50,2025-11-01T13:24:50
O004125,M03211,C000550,shipped,,2025-04-25T20:02:30,2025-04-25T21:48:30
O004126,M04655,C019909,shipped,,2024-11-03T15:17:09,2024-11-03T16:13:09
O004127,M00897,C011375,partially_shipped,,2025-03-05T21:54:58,2025-03-05T22:23:58
O004128,M02381,C007691,shipped,,2025-06-18T00:12:22,2025-06-18T00:26:22
O004129,M02312,C001909,pending,,2025-12-16T12:58:09,2025-12-16T13:49:09
O004130,M02162,C002930,pending,,2025-07-27T07:22:00,2025-07-27T09:01:00
O004131,M00748,C002275,shipped,,2026-04-04T05:52:24,2026-04-04T06:05:24
O004132,M04323,C011570,shipped,,2025-07-31T14:48:12,2025-07-31T16:42:12
O004133,M01019,C017566,shipped,,2025-08-03T05:57:38,2025-08-03T06:59:38
O004134,M04818,C015565,shipped,,2025-04-17T11:35:47,2025-04-17T11:48:47
O004135,M01827,C001591,shipped,,2026-04-01T16:44:08,2026-04-01T17:39:08
O004136,M00373,C017102,cancelled,,2025-10-19T02:23:57,
O004137,M00452,C011972,shipped,,2025-06-26T11:22:03,2025-06-26T11:40:03
O004138,M02794,C002517,shipped,,2024-11-25T21:11:26,2024-11-25T21:53:26
O004139,M02709,C009657,partially_shipped,,2025-03-09T10:29:51,2025-03-09T11:52:51
O004140,M02199,C003656,shipped,,2025-01-15T12:08:20,2025-01-15T13:51:20
O004141,M03058,C010895,shipped,,2026-04-07T20:31:57,2026-04-07T20:54:57
O004142,M01035,C015217,cancelled,true,2025-10-15T13:44:47,
O004143,M02093,C008359,shipped,,2026-01-19T14:18:22,2026-01-19T16:01:22
O004144,M01857,C016478,shipped,,2025-05-04T21:45:42,2025-05-04T21:51:42
O004145,M03210,C017247,shipped,,2025-06-18T06:34:36,2025-06-18T07:00:36
O004146,M04497,C010220,shipped,,2025-08-26T08:57:53,2025-08-26T09:50:53
O004147,M00737,C009057,shipped,,2026-02-07T13:05:53,2026-02-07T13:14:53
O004148,M00126,C011630,shipped,,2025-04-08T17:09:00,2025-04-08T19:07:00
O004149,M03375,C017980,shipped,,2026-03-17T12:24:23,2026-03-17T12:47:23
O004150,M00725,C014199,shipped,,2026-02-22T03:43:25,2026-02-22T04:42:25
O004151,M00031,C018498,shipped,,2026-03-11T15:21:07,2026-03-11T16:05:07
O004152,M04488,C006657,partially_shipped,,2025-02-17T18:35:29,2025-02-17T19:31:29
O004153,M04883,C009780,partially_shipped,,2025-02-28T14:02:25,2025-02-28T14:05:25
O004154,M03136,C008679,shipped,,2025-01-24T16:11:51,2025-01-24T16:44:51
O004155,M03047,C005889,pending,,2026-01-15T02:38:39,2026-01-15T04:10:39
O004156,M00219,C000675,shipped,,2024-12-29T07:54:53,2024-12-29T08:04:53
O004157,M04215,C018537,shipped,,2025-11-30T18:02:05,2025-11-30T18:57:05
O004158,M03187,C011090,shipped,,2025-02-14T08:00:58,2025-02-14T09:16:58
O004159,M01334,C005991,pending,,2025-12-31T21:16:36,2025-12-31T22:50:36
O004160,M01490,C000603,shipped,,2025-02-24T02:08:26,2025-02-24T02:53:26
O004161,M03968,C019805,shipped,,2025-01-05T04:00:24,2025-01-05T04:21:24
O004162,M04381,C007309,shipped,,2026-04-05T15:47:50,2026-04-05T15:53:50
O004163,M04249,C007912,shipped,,2026-01-18T07:29:38,2026-01-18T07:37:38
O004164,M02329,C019395,partially_shipped,,2026-02-07T07:42:42,2026-02-07T09:36:42
O004165,M02784,C016571,shipped,,2025-02-09T14:22:08,2025-02-09T15:38:08
O004166,M01746,C005890,shipped,,2025-07-25T01:51:11,2025-07-25T03:42:11
O004167,M01570,C007290,shipped,,2024-11-14T17:20:49,2024-11-14T17:49:49
O004168,M00997,C015801,shipped,,2025-10-23T06:32:39,2025-10-23T07:59:39
O004169,M04219,C012951,shipped,,2025-08-21T17:36:43,2025-08-21T19:11:43
O004170,M02811,C013108,shipped,,2025-01-31T08:12:35,2025-01-31T09:19:35
O004171,M00845,C014845,shipped,,2025-01-26T23:57:17,2025-01-27T00:01:17
O004172,M02851,C013906,shipped,,2026-04-05T17:06:44,2026-04-05T18:06:44
O004173,M03074,C000263,shipped,,2025-02-01T01:24:36,2025-02-01T03:18:36
O004174,M03245,C009729,shipped,,2025-03-12T13:26:50,2025-03-12T15:02:50
O004175,M04256,C015371,pending,,2026-01-23T13:03:32,2026-01-23T13:25:32
O004176,M03706,C000246,shipped,,2026-03-04T13:55:19,2026-03-04T14:05:19
O004177,M02239,C002476,shipped,,2025-07-18T23:41:48,2025-07-19T01:01:48
O004178,M02072,C003748,shipped,true,2026-04-01T22:45:21,2026-04-02T00:23:21
O004179,M03890,C008153,shipped,,2026-03-17T04:00:39,2026-03-17T04:14:39
O004180,M02572,C001870,cancelled,,2025-03-02T12:38:39,
O004181,M04572,C009282,cancelled,,2025-07-02T04:00:35,
O004182,M04291,C003505,shipped,,2026-01-31T04:08:34,2026-01-31T04:36:34
O004183,M04473,C014188,partially_shipped,,2025-01-15T09:55:28,2025-01-15T11:19:28
O004184,M01873,C000968,shipped,true,2025-02-06T22:58:04,2025-02-07T00:17:04
O004185,M04924,C012273,shipped,,2025-08-17T01:55:31,2025-08-17T02:51:31
O004186,M04790,C003443,shipped,,2026-03-28T18:03:54,2026-03-28T18:27:54
O004187,M02899,C008018,shipped,,2026-02-23T11:21:38,2026-02-23T12:37:38
O004188,M01480,C007189,partially_shipped,,2024-11-16T22:10:49,2024-11-16T23:29:49
O004189,M04733,C002626,shipped,,2026-02-01T10:23:33,2026-02-01T11:19:33
O004190,M01979,C011745,shipped,true,2025-10-01T04:56:29,2025-10-01T04:59:29
O004191,M01337,C019965,shipped,,2025-08-12T08:10:35,2025-08-12T08:50:35
O004192,M00449,C017598,shipped,,2025-05-17T08:04:03,2025-05-17T08:47:03
O004193,M01500,C005467,shipped,,2026-02-17T22:28:01,2026-02-17T22:32:01
O004194,M00990,C012292,shipped,false,2024-12-22T07:55:54,2024-12-22T09:19:54
O004195,M00367,C008360,cancelled,,2026-03-08T21:23:05,
O004196,M03473,C013671,shipped,,2024-12-30T15:20:08,2024-12-30T15:58:08
O004197,M01931,C008705,shipped,,2025-01-02T12:54:21,2025-01-02T13:48:21
O004198,M01378,C000040,shipped,,2026-04-04T07:52:05,2026-04-04T09:47:05
O004199,M01528,C015659,cancelled,,2025-07-13T17:18:50,
O004200,M04139,C004639,shipped,,2024-11-20T06:01:51,2024-11-20T07:21:51
O004201,M01088,C018036,cancelled,,2025-04-22T16:42:44,
O004202,M04035,C014184,shipped,,2026-01-05T22:03:30,2026-01-05T22:46:30
O004203,M00610,C015292,shipped,,2025-07-27T02:35:17,2025-07-27T02:43:17
O004204,M03578,C002600,shipped,,2025-08-22T01:52:26,2025-08-22T03:36:26
O004205,M01261,C004987,shipped,,2025-04-10T17:03:05,2025-04-10T17:48:05
O004206,M02105,C011788,shipped,,2025-11-11T19:18:44,2025-11-11T20:02:44
O004207,M03006,C003936,shipped,,2025-08-19T14:09:23,2025-08-19T15:59:23
O004208,M01828,C006978,shipped,,2025-09-22T12:35:42,2025-09-22T13:52:42
O004209,M04434,C011428,pending,,2025-08-13T12:23:23,2025-08-13T13:29:23
O004210,M01799,C013823,shipped,true,2025-07-17T15:34:31,2025-07-17T16:43:31
O004211,M00764,C005724,shipped,,2025-12-21T01:24:33,2025-12-21T02:07:33
O004212,M01388,C002657,shipped,,2025-06-11T07:15:58,2025-06-11T07:18:58
O004213,M01785,C001249,shipped,,2025-08-08T03:58:16,2025-08-08T04:46:16
O004214,M02695,C002020,shipped,,2025-04-03T07:09:34,2025-04-03T09:02:34
O004215,M04939,C001913,shipped,,2025-11-09T12:55:23,2025-11-09T13:29:23
O004216,M00219,C015995,shipped,,2025-03-06T17:59:13,2025-03-06T18:52:13
O004217,M03640,C004375,shipped,,2026-03-22T14:45:41,2026-03-22T15:30:41
O004218,M03188,C014079,shipped,,2025-09-14T17:14:23,2025-09-14T17:47:23
O004219,M03204,C015023,shipped,,2025-10-18T10:14:17,2025-10-18T11:51:17
O004220,M04362,C018050,shipped,,2025-06-20T18:59:58,2025-06-20T19:09:58
O004221,M04527,C001440,shipped,,2025-05-04T07:46:32,2025-05-04T08:19:32
O004222,M01767,C010907,partially_shipped,,2025-06-06T03:23:42,2025-06-06T05:13:42
O004223,M01029,C001515,shipped,,2026-01-05T13:56:18,2026-01-05T14:33:18
O004224,M04158,C019106,shipped,,2026-03-24T06:43:38,2026-03-24T07:38:38
O004225,M03006,C008147,shipped,,2025-04-19T06:50:49,2025-04-19T08:39:49
O004226,M04778,C013908,partially_shipped,,2025-02-27T05:36:10,2025-02-27T06:36:10
O004227,M04628,C016807,shipped,,2025-02-21T18:09:10,2025-02-21T19:31:10
O004228,M01166,C018428,shipped,,2025-05-15T18:30:45,2025-05-15T18:38:45
O004229,M04552,C006095,shipped,,2026-01-05T03:21:06,2026-01-05T03:30:06
O004230,M03203,C019366,shipped,,2025-11-25T21:23:47,2025-11-25T22:09:47
O004231,M01799,C000994,shipped,,2025-01-31T13:14:58,2025-01-31T14:38:58
O004232,M03138,C014047,shipped,,2025-09-04T12:31:22,2025-09-04T13:07:22
O004233,M01988,C013872,pending,,2025-07-13T23:28:32,2025-07-14T00:48:32
O004234,M02358,C019989,shipped,,2025-06-07T16:42:26,2025-06-07T17:10:26
O004235,M02997,C005895,shipped,,2025-01-08T17:41:59,2025-01-08T18:54:59
O004236,M00255,C019317,shipped,,2026-03-21T20:20:37,2026-03-21T21:41:37
O004237,M04836,C005091,cancelled,,2025-05-17T02:47:06,
O004238,M02365,C011526,cancelled,,2025-11-05T05:35:59,
O004239,M03659,C006873,shipped,,2025-03-15T03:11:23,2025-03-15T03:22:23
O004240,M01589,C018842,shipped,,2026-02-07T04:23:54,2026-02-07T05:13:54
O004241,M01043,C016980,partially_shipped,,2025-08-13T01:58:30,2025-08-13T02:03:30
O004242,M04206,C005273,shipped,,2025-03-31T19:11:55,2025-03-31T19:40:55
O004243,M02403,C004542,shipped,,2025-06-30T03:56:54,2025-06-30T05:01:54
O004244,M01522,C001342,shipped,,2025-05-26T15:34:22,2025-05-26T16:25:22
O004245,M04661,C019799,shipped,,2025-02-22T05:31:33,2025-02-22T06:49:33
O004246,M01865,C000443,partially_shipped,true,2025-08-19T07:56:08,2025-08-19T09:53:08
O004247,M01025,C007351,shipped,,2024-12-30T07:33:52,2024-12-30T09:25:52
O004248,M01212,C005674,shipped,,2025-08-24T09:36:04,2025-08-24T11:20:04
O004249,M02032,C016930,shipped,,2025-12-11T18:39:23,2025-12-11T20:30:23
O004250,M04025,C010788,shipped,,2024-12-25T11:30:13,2024-12-25T12:15:13
O004251,M01436,C002930,shipped,,2026-02-15T06:14:43,2026-02-15T06:54:43
O004252,M02824,C014944,shipped,,2025-04-06T07:14:16,2025-04-06T09:08:16
O004253,M04118,C003354,partially_shipped,,2025-11-28T00:13:14,2025-11-28T00:37:14
O004254,M03425,C015157,cancelled,,2025-08-17T20:32:09,
O004255,M00211,C016022,shipped,,2025-09-30T01:35:39,2025-09-30T01:42:39
O004256,M02038,C009046,partially_shipped,,2025-05-11T06:33:27,2025-05-11T06:39:27
O004257,M02684,C014246,partially_shipped,,2025-09-11T13:55:00,2025-09-11T15:07:00
O004258,M01904,C008081,shipped,,2025-01-06T12:52:23,2025-01-06T13:43:23
O004259,M00759,C001845,cancelled,,2025-04-04T21:34:29,
O004260,M04117,C010729,shipped,,2026-01-18T22:19:27,2026-01-18T22:20:27
O004261,M04124,C009535,shipped,,2025-12-07T08:33:01,2025-12-07T09:46:01
O004262,M02823,C017405,shipped,,2026-04-03T20:02:08,2026-04-03T21:30:08
O004263,M03118,C007686,pending,,2025-02-05T11:25:51,2025-02-05T13:02:51
O004264,M04765,C000789,shipped,,2025-11-26T10:31:24,2025-11-26T10:55:24
O004265,M00860,C014538,shipped,,2025-09-03T02:43:18,2025-09-03T03:22:18
O004266,M01615,C017803,shipped,,2025-10-05T18:45:29,2025-10-05T18:50:29
O004267,M04347,C013168,shipped,,2026-03-24T19:22:06,2026-03-24T19:29:06
O004268,M02938,C015613,shipped,,2026-02-13T03:18:06,2026-02-13T04:15:06
O004269,M04955,C011143,cancelled,,2026-01-03T19:22:32,
O004270,M04459,C009793,shipped,,2025-10-03T19:13:31,2025-10-03T21:12:31
O004271,M02533,C009410,shipped,,2025-01-15T09:02:09,2025-01-15T09:40:09
O004272,M04288,C000011,shipped,,2025-11-03T17:39:10,2025-11-03T18:40:10
O004273,M02413,C006565,shipped,,2025-08-20T14:12:14,2025-08-20T16:09:14
O004274,M03169,C001822,shipped,,2025-07-07T09:09:50,2025-07-07T11:06:50
O004275,M04307,C008904,shipped,,2026-04-04T00:09:29,2026-04-04T01:48:29
O004276,M02945,C014498,shipped,,2024-12-01T13:31:03,2024-12-01T13:42:03
O004277,M00065,C005214,shipped,,2025-07-19T09:44:40,2025-07-19T11:05:40
O004278,M04897,C017451,shipped,,2026-01-01T20:59:17,2026-01-01T22:03:17
O004279,M02862,C000723,partially_shipped,,2026-02-20T21:23:06,2026-02-20T22:55:06
O004280,M04467,C009374,shipped,,2024-12-11T16:13:03,2024-12-11T18:01:03
O004281,M01455,C000253,shipped,,2025-06-20T13:58:41,2025-06-20T15:18:41
O004282,M02917,C012088,shipped,,2025-08-24T06:04:21,2025-08-24T06:58:21
O004283,M04748,C015707,shipped,,2025-05-10T23:43:16,2025-05-11T01:35:16
O004284,M00324,C012741,shipped,,2025-11-02T06:55:22,2025-11-02T07:59:22
O004285,M01255,C001312,shipped,,2025-09-22T15:15:49,2025-09-22T16:36:49
O004286,M03067,C015580,shipped,,2026-01-22T12:10:19,2026-01-22T13:31:19
O004287,M01579,C006460,shipped,,2025-07-22T18:10:09,2025-07-22T18:18:09
O004288,M03810,C015572,shipped,,2025-05-29T05:38:25,2025-05-29T07:18:25
O004289,M04261,C002779,shipped,true,2025-06-07T00:43:19,2025-06-07T02:24:19
O004290,M01011,C006954,shipped,,2025-10-12T17:45:24,2025-10-12T19:15:24
O004291,M03981,C013975,shipped,,2025-01-28T04:20:13,2025-01-28T05:24:13
O004292,M02959,C000032,pending,,2025-02-01T18:47:56,2025-02-01T19:00:56
O004293,M02869,C016718,partially_shipped,,2024-11-10T13:26:23,2024-11-10T15:12:23
O004294,M03163,C005139,shipped,,2025-10-28T17:37:30,2025-10-28T19:19:30
O004295,M02242,C013457,shipped,,2025-01-24T11:12:23,2025-01-24T11:42:23
O004296,M04458,C001744,shipped,,2025-03-17T09:14:56,2025-03-17T09:44:56
O004297,M03830,C011922,shipped,,2024-11-02T16:07:44,2024-11-02T17:28:44
O004298,M04436,C009084,shipped,,2026-03-25T13:55:17,2026-03-25T15:01:17
O004299,M00422,C010693,shipped,,2025-07-12T15:48:46,2025-07-12T16:27:46
O004300,M01874,C000162,shipped,,2026-03-05T12:19:38,2026-03-05T14:09:38
O004301,M01293,C016565,cancelled,,2025-01-02T20:50:51,
O004302,M00294,C009223,partially_shipped,,2025-02-18T05:30:33,2025-02-18T06:45:33
O004303,M00671,C007649,shipped,,2025-03-11T08:13:43,2025-03-11T09:35:43
O004304,M03881,C017564,partially_shipped,,2026-01-13T22:20:21,2026-01-13T22:26:21
O004305,M03007,C019714,shipped,,2025-07-16T15:54:25,2025-07-16T17:33:25
O004306,M00577,C003589,shipped,,2026-01-26T12:56:04,2026-01-26T13:15:04
O004307,M01050,C008276,shipped,true,2025-11-30T13:42:36,2025-11-30T14:52:36
O004308,M04042,C001465,shipped,,2025-03-23T16:21:57,2025-03-23T17:09:57
O004309,M04919,C009574,cancelled,false,2025-11-09T17:10:31,
O004310,M02183,C004188,shipped,,2025-01-14T13:41:57,2025-01-14T15:08:57
O004311,M01214,C003389,cancelled,,2026-01-07T01:00:59,
O004312,M04795,C012964,shipped,,2025-11-26T17:51:33,2025-11-26T18:53:33
O004313,M01927,C005559,shipped,,2025-01-30T07:31:06,2025-01-30T09:27:06
O004314,M03206,C009145,shipped,,2025-11-26T16:34:26,2025-11-26T17:28:26
O004315,M01827,C016326,shipped,,2025-03-25T16:55:57,2025-03-25T17:34:57
O004316,M00137,C013915,cancelled,,2025-08-10T12:52:14,
O004317,M00740,C009293,shipped,,2025-01-31T23:25:12,2025-02-01T00:11:12
O004318,M02721,C016510,shipped,,2025-03-21T17:31:43,2025-03-21T18:41:43
O004319,M01637,C005856,shipped,,2026-02-28T09:07:23,2026-02-28T10:31:23
O004320,M01227,C004052,shipped,,2025-06-13T02:51:11,2025-06-13T04:12:11
O004321,M03746,C012848,shipped,,2025-12-21T12:27:33,2025-12-21T14:03:33
O004322,M02946,C005557,shipped,,2025-03-25T18:15:22,2025-03-25T19:38:22
O004323,M00526,C009079,pending,,2025-05-15T05:26:08,2025-05-15T06:28:08
O004324,M00856,C007938,partially_shipped,,2026-01-10T05:58:13,2026-01-10T06:49:13
O004325,M02815,C014618,shipped,,2026-01-27T08:03:30,2026-01-27T09:30:30
O004326,M00434,C004177,cancelled,,2024-12-19T22:07:05,
O004327,M03131,C003012,shipped,,2025-03-30T18:48:47,2025-03-30T20:13:47
O004328,M01661,C005222,partially_shipped,,2025-10-25T19:34:20,2025-10-25T20:01:20
O004329,M00070,C018088,shipped,,2025-11-27T19:49:49,2025-11-27T19:52:49
O004330,M02316,C004599,shipped,,2026-01-08T03:45:28,2026-01-08T03:55:28
O004331,M01942,C017447,shipped,true,2025-11-09T16:27:35,2025-11-09T17:35:35
O004332,M04190,C007056,shipped,true,2025-09-20T14:11:19,2025-09-20T15:24:19
O004333,M03404,C014086,shipped,,2025-01-25T09:13:29,2025-01-25T09:55:29
O004334,M00982,C010543,shipped,,2025-01-23T05:45:01,2025-01-23T07:42:01
O004335,M03449,C002794,pending,,2025-04-03T10:53:56,2025-04-03T12:11:56
O004336,M00478,C000409,pending,,2026-02-08T05:58:17,2026-02-08T06:08:17
O004337,M04285,C010712,shipped,,2025-09-24T07:55:12,2025-09-24T08:55:12
O004338,M00346,C001971,shipped,true,2025-01-17T05:01:26,2025-01-17T06:54:26
O004339,M03686,C008133,shipped,true,2025-01-06T11:07:04,2025-01-06T12:18:04
O004340,M03138,C012903,shipped,,2025-07-20T23:19:08,2025-07-20T23:28:08
O004341,M02967,C011775,shipped,,2025-10-04T22:48:42,2025-10-05T00:13:42
O004342,M04713,C003117,shipped,,2026-02-08T15:14:45,2026-02-08T16:24:45
O004343,M04048,C010427,shipped,,2025-11-26T03:25:17,2025-11-26T05:25:17
O004344,M01004,C014772,shipped,,2025-01-11T22:52:56,2025-01-12T00:29:56
O004345,M00590,C008519,shipped,,2025-04-14T18:19:01,2025-04-14T18:49:01
O004346,M01288,C007857,shipped,,2025-07-19T15:20:05,2025-07-19T16:52:05
O004347,M04600,C014414,partially_shipped,,2025-10-31T16:37:50,2025-10-31T18:11:50
O004348,M04847,C009796,shipped,,2025-06-09T02:39:44,2025-06-09T03:01:44
O004349,M01887,C007121,shipped,,2025-08-16T18:18:26,2025-08-16T20:02:26
O004350,M00471,C008664,shipped,,2025-05-05T03:50:27,2025-05-05T05:35:27
O004351,M04853,C015165,shipped,,2024-12-16T22:43:31,2024-12-16T22:51:31
O004352,M03478,C004761,shipped,false,2025-09-06T05:56:00,2025-09-06T06:25:00
O004353,M02737,C000890,shipped,,2025-03-18T18:24:46,2025-03-18T19:25:46
O004354,M04884,C004726,shipped,,2025-05-19T23:35:32,2025-05-20T00:09:32
O004355,M02601,C015642,shipped,,2026-02-10T06:12:09,2026-02-10T06:47:09
O004356,M00687,C002823,shipped,,2026-01-07T09:12:50,2026-01-07T10:03:50
O004357,M01667,C013379,shipped,,2024-12-31T19:16:48,2024-12-31T20:31:48
O004358,M04406,C012241,shipped,,2025-03-18T18:53:45,2025-03-18T19:46:45
O004359,M03758,C013101,shipped,,2025-01-20T23:13:48,2025-01-20T23:32:48
O004360,M00678,C018340,shipped,,2026-02-11T11:35:11,2026-02-11T12:47:11
O004361,M04533,C018004,shipped,,2026-02-26T07:41:32,2026-02-26T09:00:32
O004362,M00547,C018909,shipped,,2025-10-12T04:34:07,2025-10-12T05:00:07
O004363,M04163,C001687,shipped,,2025-05-24T04:49:08,2025-05-24T06:26:08
O004364,M03042,C013461,shipped,,2026-01-18T10:12:38,2026-01-18T11:46:38
O004365,M02888,C008030,shipped,true,2025-02-17T02:42:13,2025-02-17T03:58:13
O004366,M00109,C009246,shipped,,2025-08-01T11:12:33,2025-08-01T11:27:33
O004367,M00307,C006273,shipped,,2024-12-21T22:58:45,2024-12-22T00:32:45
O004368,M03204,C005646,shipped,,2025-11-18T17:14:23,2025-11-18T18:43:23
O004369,M01778,C003015,shipped,,2025-12-06T20:23:43,2025-12-06T21:16:43
O004370,M02128,C001551,shipped,false,2025-05-16T02:07:40,2025-05-16T03:51:40
O004371,M03997,C019117,shipped,,2025-01-27T02:09:41,2025-01-27T04:01:41
O004372,M02195,C000902,partially_shipped,,2025-09-21T11:58:31,2025-09-21T12:02:31
O004373,M03859,C014960,shipped,,2025-06-14T07:36:35,2025-06-14T09:16:35
O004374,M01144,C003124,pending,,2026-02-27T21:12:39,2026-02-27T23:07:39
O004375,M01055,C018627,partially_shipped,,2026-01-15T05:36:01,2026-01-15T06:59:01
O004376,M04525,C000728,partially_shipped,,2025-06-22T14:25:01,2025-06-22T16:24:01
O004377,M01388,C016376,shipped,,2025-07-23T05:33:06,2025-07-23T06:15:06
O004378,M01265,C001226,shipped,,2025-02-02T16:16:13,2025-02-02T16:20:13
O004379,M02453,C013054,shipped,,2025-04-28T00:56:33,2025-04-28T02:20:33
O004380,M04616,C011089,shipped,,2025-06-21T06:28:29,2025-06-21T08:28:29
O004381,M00353,C001164,shipped,,2025-10-09T06:15:23,2025-10-09T07:15:23
O004382,M02007,C008655,shipped,,2025-11-03T03:27:24,2025-11-03T05:26:24
O004383,M04778,C018655,shipped,,2025-07-19T22:44:22,2025-07-20T00:37:22
O004384,M04825,C009367,shipped,,2025-09-29T17:06:58,2025-09-29T18:08:58
O004385,M01576,C011993,shipped,,2025-06-22T04:32:32,2025-06-22T05:15:32
O004386,M04665,C003285,partially_shipped,,2025-07-15T09:22:40,2025-07-15T09:40:40
O004387,M04867,C008514,shipped,,2025-12-19T03:41:37,2025-12-19T04:34:37
O004388,M03317,C014399,pending,,2026-04-06T07:36:38,2026-04-06T09:35:38
O004389,M03499,C017428,shipped,,2024-11-22T23:13:21,2024-11-22T23:30:21
O004390,M03009,C011718,shipped,,2024-12-29T03:09:13,2024-12-29T03:35:13
O004391,M01608,C017220,shipped,,2024-11-04T12:39:02,2024-11-04T13:48:02
O004392,M03162,C004913,shipped,,2026-04-07T12:08:45,2026-04-07T13:13:45
O004393,M03434,C015306,shipped,,2026-03-26T12:51:12,2026-03-26T13:13:12
O004394,M02176,C011744,shipped,,2026-03-02T06:51:43,2026-03-02T08:39:43
O004395,M01806,C018121,shipped,,2025-06-24T00:48:04,2025-06-24T01:30:04
O004396,M03482,C014348,shipped,,2026-01-19T18:56:52,2026-01-19T19:40:52
O004397,M04297,C006840,shipped,,2025-06-18T13:02:18,2025-06-18T13:22:18
O004398,M01428,C007109,shipped,,2025-06-08T10:27:13,2025-06-08T12:05:13
O004399,M04514,C002843,shipped,,2025-07-12T17:46:35,2025-07-12T19:20:35
O004400,M00611,C013677,partially_shipped,,2024-11-23T23:44:56,2024-11-24T00:29:56
O004401,M03801,C019626,partially_shipped,,2026-01-28T05:53:36,2026-01-28T06:50:36
O004402,M00507,C006407,shipped,,2025-09-20T17:46:03,2025-09-20T18:27:03
O004403,M03313,C005730,shipped,,2025-12-04T12:43:23,2025-12-04T13:22:23
O004404,M02793,C001880,shipped,,2025-04-16T09:31:04,2025-04-16T10:45:04
O004405,M00339,C015107,shipped,,2025-06-17T16:07:30,2025-06-17T17:56:30
O004406,M00704,C001200,shipped,,2025-10-09T11:15:33,2025-10-09T11:21:33
O004407,M03402,C009543,shipped,,2026-02-20T18:55:41,2026-02-20T19:08:41
O004408,M00588,C009087,shipped,,2026-04-13T06:51:58,2026-04-13T08:42:58
O004409,M04210,C006720,shipped,,2025-06-03T20:21:47,2025-06-03T21:49:47
O004410,M02362,C013252,shipped,,2025-09-15T19:05:45,2025-09-15T19:16:45
O004411,M04662,C015161,shipped,,2025-06-14T00:58:59,2025-06-14T02:42:59
O004412,M00583,C017902,cancelled,,2025-09-03T12:19:02,
O004413,M00018,C019411,shipped,,2024-11-17T15:37:35,2024-11-17T16:45:35
O004414,M03040,C014801,shipped,,2025-05-20T13:24:21,2025-05-20T15:04:21
O004415,M03877,C005593,partially_shipped,,2025-03-03T18:35:37,2025-03-03T20:19:37
O004416,M02556,C018539,cancelled,,2025-10-29T04:05:53,
O004417,M01594,C007494,pending,,2026-01-05T07:31:25,2026-01-05T08:17:25
O004418,M01961,C013236,shipped,,2025-12-07T22:29:34,2025-12-07T23:36:34
O004419,M02098,C012095,shipped,,2026-04-07T06:50:42,2026-04-07T07:29:42
O004420,M03856,C010994,shipped,true,2026-03-11T15:33:21,2026-03-11T15:55:21
