shipment_id,order_id,shipped_at
S0005925,O005488,2026-02-12T07:09:18
S0005926,O005488,2026-03-12T07:09:18
S0005927,O005488,2026-04-08T07:09:18
S0005928,O005489,2025-10-24T18:23:14
S0005929,O005490,2025-08-01T06:03:54
S0005930,O005492,2026-04-13T05:44:42
S0005931,O005493,2025-01-09T02:45:26
S0005932,O005494,2024-12-28T08:08:14
S0005933,O005495,2025-02-15T22:04:05
S0005934,O005496,2025-10-25T13:21:56
S0005935,O005496,2025-12-03T13:21:56
S0005936,O005496,2025-12-22T13:21:56
S0005937,O005498,2025-07-31T00:15:46
S0005938,O005499,2026-04-24T10:12:17
S0005939,O005500,2025-04-09T05:45:40
S0005940,O005501,2025-02-04T22:31:21
S0005941,O005502,2026-02-20T17:32:11
S0005942,O005503,2024-12-03T04:47:43
S0005943,O005505,2026-03-01T23:24:26
S0005944,O005507,2025-05-24T23:55:55
S0005945,O005508,2026-02-17T19:04:12
S0005946,O005509,2025-06-26T22:55:44
S0005947,O005510,2026-03-23T18:23:39
S0005948,O005511,2025-11-29T12:59:00
S0005949,O005512,2024-12-19T15:17:12
S0005950,O005513,2026-01-30T05:49:21
S0005951,O005514,2025-01-29T02:51:58
S0005952,O005515,2025-08-05T02:05:01
S0005953,O005517,2025-04-19T03:31:14
S0005954,O005519,2024-12-14T05:52:09
S0005955,O005520,2025-07-01T11:52:51
S0005956,O005521,2025-11-17T21:46:46
S0005957,O005521,2025-12-30T21:46:46
S0005958,O005522,2025-02-27T06:53:04
S0005959,O005523,2026-03-11T16:13:52
S0005960,O005524,2024-12-15T17:15:42
S0005961,O005525,2026-03-17T04:07:25
S0005962,O005526,2025-02-05T18:01:09
S0005963,O005527,2026-03-18T00:15:56
S0005964,O005527,2026-04-16T00:15:56
S0005965,O005528,2024-12-20T19:30:37
S0005966,O005529,2025-11-11T18:08:14
S0005967,O005531,2025-08-03T03:01:01
S0005968,O005531,2025-09-10T03:01:01
S0005969,O005531,2025-08-18T03:01:01
S0005970,O005532,2025-10-23T19:12:58
S0005971,O005534,2025-10-20T14:29:34
S0005972,O005535,2026-01-17T05:27:01
S0005973,O005536,2024-12-23T06:54:08
S0005974,O005537,2025-02-05T16:47:20
S0005975,O005538,2024-12-31T12:31:23
S0005976,O005539,2025-03-10T07:48:04
S0005977,O005540,2026-03-30T23:29:52
S0005978,O005541,2025-07-11T22:34:18
S0005979,O005542,2025-09-26T17:07:28
S0005980,O005543,2025-07-20T13:35:37
S0005981,O005544,2025-12-13T08:03:02
S0005982,O005544,2026-01-30T08:03:02
S0005983,O005544,2026-01-30T08:03:02
S0005984,O005545,2025-11-24T12:53:30
S0005985,O005546,2025-10-28T21:39:26
S0005986,O005547,2026-03-30T01:23:30
S0005987,O005548,2025-08-24T04:43:59
S0005988,O005548,2025-09-24T04:43:59
S0005989,O005548,2025-09-09T04:43:59
S0005990,O005549,2025-06-25T03:14:02
S0005991,O005550,2025-12-23T15:54:13
S0005992,O005550,2026-02-14T15:54:13
S0005993,O005551,2026-02-27T15:19:18
S0005994,O005553,2025-07-10T05:45:11
S0005995,O005554,2025-07-10T16:21:36
S0005996,O005555,2026-02-27T08:38:45
S0005997,O005557,2025-04-09T08:11:28
S0005998,O005558,2025-01-18T16:22:09
S0005999,O005559,2025-11-17T15:32:41
S0006000,O005560,2025-09-19T07:57:20
S0006001,O005561,2025-02-11T07:48:21
S0006002,O005562,2025-01-30T11:22:40
S0006003,O005563,2026-02-08T01:50:42
S0006004,O005564,2026-01-24T17:14:44
S0006005,O005565,2025-05-26T01:18:36
S0006006,O005566,2025-05-07T01:06:25
S0006007,O005567,2025-07-04T05:34:56
S0006008,O005568,2025-02-10T22:22:21
S0006009,O005569,2025-06-10T14:37:30
S0006010,O005571,2025-04-02T21:19:35
S0006011,O005571,2025-04-30T21:19:35
S0006012,O005572,2024-11-30T06:03:15
S0006013,O005573,2025-05-06T04:56:45
S0006014,O005576,2025-07-31T13:41:14
S0006015,O005577,2025-06-09T23:53:08
S0006016,O005578,2026-04-08T23:51:55
S0006017,O005579,2025-06-15T08:25:20
S0006018,O005580,2025-05-04T07:56:15
S0006019,O005581,2024-12-20T00:51:18
S0006020,O005582,2024-12-11T17:27:39
S0006021,O005583,2025-01-10T09:55:13
S0006022,O005583,2025-01-30T09:55:13
S0006023,O005584,2025-12-25T03:57:41
S0006024,O005585,2026-04-05T15:21:44
S0006025,O005586,2024-11-04T01:01:20
S0006026,O005587,2025-11-18T22:35:03
S0006027,O005588,2025-06-20T03:44:30
S0006028,O005589,2025-04-13T08:47:58
S0006029,O005590,2025-06-24T14:11:35
S0006030,O005591,2025-10-03T02:49:47
S0006031,O005591,2025-11-05T02:49:47
S0006032,O005591,2025-11-07T02:49:47
S0006033,O005594,2025-12-18T05:22:43
S0006034,O005594,2026-02-06T05:22:43
S0006035,O005595,2025-06-21T04:02:15
S0006036,O005596,2025-01-03T19:32:29
S0006037,O005597,2025-01-06T20:53:39
S0006038,O005597,2025-02-14T20:53:39
S0006039,O005598,2025-03-18T02:22:41
S0006040,O005599,2024-12-09T06:02:39
S0006041,O005600,2025-11-24T19:33:58
S0006042,O005601,2025-12-11T12:17:58
S0006043,O005604,2025-02-10T01:19:57
S0006044,O005605,2025-05-30T05:07:03
S0006045,O005606,2024-12-03T23:21:01
S0006046,O005607,2025-04-22T08:01:00
S0006047,O005608,2024-12-10T13:09:54
S0006048,O005609,2026-04-25T07:48:45
S0006049,O005609,2026-05-01T00:00:00
S0006050,O005609,2026-05-01T00:00:00
S0006051,O005610,2025-05-25T00:24:16
S0006052,O005611,2025-04-16T05:49:49
S0006053,O005612,2026-04-03T23:52:18
S0006054,O005613,2025-10-15T10:53:37
S0006055,O005614,2025-04-06T03:29:45
S0006056,O005615,2025-02-25T22:51:08
S0006057,O005616,2024-12-17T13:36:46
S0006058,O005617,2025-06-19T19:43:44
S0006059,O005618,2025-09-23T13:27:30
S0006060,O005619,2025-10-22T17:12:20
S0006061,O005620,2026-02-12T00:31:33
S0006062,O005620,2026-03-18T00:31:33
S0006063,O005620,2026-03-23T00:31:33
S0006064,O005621,2025-03-21T05:24:49
S0006065,O005622,2025-05-19T12:52:30
S0006066,O005623,2025-10-02T11:14:40
S0006067,O005623,2025-11-24T11:14:40
S0006068,O005624,2026-04-10T07:50:00
S0006069,O005625,2025-11-12T10:08:04
S0006070,O005626,2026-04-20T21:23:49
S0006071,O005627,2025-03-06T08:26:04
S0006072,O005627,2025-04-08T08:26:04
S0006073,O005627,2025-03-21T08:26:04
S0006074,O005628,2025-10-09T23:52:22
S0006075,O005629,2025-09-08T10:31:28
S0006076,O005630,2025-03-07T01:32:03
S0006077,O005631,2025-12-15T02:12:00
S0006078,O005633,2025-10-27T09:33:42
S0006079,O005634,2025-04-18T04:19:06
S0006080,O005635,2026-04-10T06:38:31
S0006081,O005636,2025-02-25T13:42:37
S0006082,O005636,2025-04-14T13:42:37
S0006083,O005637,2024-12-25T07:46:21
S0006084,O005638,2024-12-21T14:09:03
S0006085,O005639,2025-04-18T00:29:46
S0006086,O005640,2025-07-23T02:36:05
S0006087,O005641,2025-11-25T16:56:29
S0006088,O005642,2025-10-28T18:01:10
S0006089,O005643,2025-11-28T18:23:00
S0006090,O005644,2025-03-04T16:23:35
S0006091,O005645,2025-06-08T14:07:56
S0006092,O005645,2025-06-29T14:07:56
S0006093,O005647,2025-04-15T05:14:16
S0006094,O005648,2025-08-20T05:34:33
S0006095,O005649,2025-07-24T03:05:01
S0006096,O005650,2025-04-14T03:50:26
S0006097,O005651,2025-07-23T20:35:55
S0006098,O005652,2026-03-23T04:36:57
S0006099,O005653,2025-07-29T00:23:40
S0006100,O005653,2025-09-13T00:23:40
S0006101,O005655,2024-11-12T03:14:27
S0006102,O005657,2025-07-13T06:06:15
S0006103,O005658,2025-10-10T15:49:45
S0006104,O005659,2025-04-06T10:06:12
S0006105,O005659,2025-05-01T10:06:12
S0006106,O005661,2025-04-17T03:53:19
S0006107,O005662,2025-08-10T00:45:06
S0006108,O005663,2026-04-08T06:16:40
S0006109,O005663,2026-05-01T00:00:00
S0006110,O005663,2026-04-27T06:16:40
S0006111,O005664,2025-10-06T05:52:55
S0006112,O005665,2026-02-20T18:44:58
S0006113,O005666,2025-12-21T18:19:15
S0006114,O005668,2025-05-30T07:46:28
S0006115,O005669,2025-06-24T08:21:58
S0006116,O005670,2026-02-06T22:22:41
S0006117,O005671,2025-03-13T13:37:57
S0006118,O005672,2025-10-31T18:36:07
S0006119,O005673,2025-12-06T10:38:24
S0006120,O005674,2026-02-10T07:35:42
S0006121,O005674,2026-03-03T07:35:42
S0006122,O005674,2026-03-19T07:35:42
S0006123,O005675,2025-03-17T22:33:07
S0006124,O005676,2026-02-07T06:18:06
S0006125,O005677,2024-11-15T14:31:24
S0006126,O005678,2025-07-11T01:08:07
S0006127,O005679,2025-11-16T20:55:06
S0006128,O005680,2025-04-15T21:06:45
S0006129,O005682,2025-06-11T19:43:33
S0006130,O005683,2025-01-30T13:41:28
S0006131,O005684,2026-01-06T17:44:09
S0006132,O005685,2026-04-18T01:48:42
S0006133,O005686,2025-02-24T18:57:36
S0006134,O005686,2025-03-25T18:57:36
S0006135,O005687,2025-08-22T07:07:43
S0006136,O005688,2025-05-21T23:30:17
S0006137,O005689,2025-06-18T22:01:00
S0006138,O005690,2025-05-27T04:16:36
S0006139,O005693,2026-03-14T01:35:40
S0006140,O005694,2026-01-25T18:45:22
S0006141,O005695,2026-02-18T06:05:49
S0006142,O005695,2026-04-04T06:05:49
S0006143,O005695,2026-03-27T06:05:49
S0006144,O005696,2026-04-06T12:35:01
S0006145,O005697,2025-10-03T04:29:20
S0006146,O005698,2026-01-27T17:59:32
S0006147,O005698,2026-03-20T17:59:32
S0006148,O005698,2026-03-21T17:59:32
S0006149,O005699,2024-11-05T15:04:48
S0006150,O005699,2024-12-06T15:04:48
S0006151,O005699,2024-12-01T15:04:48
S0006152,O005700,2025-10-03T05:47:15
S0006153,O005701,2026-02-03T23:51:49
S0006154,O005702,2025-09-03T15:20:34
S0006155,O005704,2025-08-27T11:32:35
S0006156,O005704,2025-09-17T11:32:35
S0006157,O005704,2025-10-23T11:32:35
S0006158,O005705,2025-09-06T06:17:47
S0006159,O005706,2025-10-20T09:33:13
S0006160,O005707,2025-10-03T12:24:34
S0006161,O005708,2026-04-25T03:03:35
S0006162,O005709,2025-08-27T22:18:49
S0006163,O005710,2025-05-22T15:33:15
S0006164,O005711,2025-03-17T16:02:24
S0006165,O005712,2026-04-25T06:47:15
S0006166,O005713,2025-07-11T05:51:21
S0006167,O005714,2025-01-20T18:10:47
S0006168,O005715,2025-07-08T19:18:44
S0006169,O005715,2025-08-30T19:18:44
S0006170,O005717,2026-03-09T10:54:38
S0006171,O005718,2025-10-25T12:55:11
S0006172,O005720,2026-03-31T00:11:42
S0006173,O005721,2025-09-02T11:16:11
S0006174,O005722,2025-10-18T10:32:31
S0006175,O005723,2024-11-26T22:50:25
S0006176,O005723,2025-01-10T22:50:25
S0006177,O005723,2024-12-20T22:50:25
S0006178,O005724,2025-11-15T00:17:53
S0006179,O005726,2025-11-04T23:36:19
S0006180,O005727,2026-01-16T00:21:15
S0006181,O005728,2025-04-03T16:51:29
S0006182,O005729,2025-05-30T06:47:53
S0006183,O005730,2025-03-14T02:19:45
S0006184,O005731,2025-04-17T04:46:42
S0006185,O005732,2026-01-07T20:53:05
S0006186,O005734,2025-07-05T06:46:36
S0006187,O005735,2025-07-07T16:11:22
S0006188,O005736,2025-04-02T06:21:35
S0006189,O005737,2025-12-08T17:50:05
S0006190,O005737,2026-01-10T17:50:05
S0006191,O005737,2026-02-02T17:50:05
S0006192,O005738,2025-09-17T22:43:21
S0006193,O005739,2024-11-26T23:49:23
S0006194,O005741,2025-10-27T00:59:47
S0006195,O005742,2026-02-28T12:58:24
S0006196,O005744,2024-12-31T14:15:36
S0006197,O005745,2025-01-29T23:04:44
S0006198,O005746,2025-04-23T14:48:58
S0006199,O005747,2025-03-10T08:43:44
S0006200,O005749,2025-01-15T15:57:51
S0006201,O005749,2025-03-12T15:57:51
S0006202,O005749,2025-02-01T15:57:51
S0006203,O005750,2026-02-15T09:04:17
S0006204,O005751,2025-01-04T19:21:54
S0006205,O005752,2025-04-29T09:27:13
S0006206,O005753,2026-03-24T16:17:05
S0006207,O005754,2026-03-02T00:08:57
S0006208,O005755,2025-07-09T01:56:53
S0006209,O005756,2025-11-07T05:43:59
S0006210,O005757,2026-04-17T05:20:01
S0006211,O005758,2025-10-14T20:18:45
S0006212,O005759,2025-09-05T15:14:26
S0006213,O005760,2025-12-25T21:54:38
S0006214,O005761,2025-12-20T22:04:14
S0006215,O005762,2026-02-20T23:59:46
S0006216,O005763,2025-03-19T21:52:26
S0006217,O005764,2025-12-12T01:57:52
S0006218,O005765,2025-01-22T16:50:32
S0006219,O005767,2025-10-31T22:45:33
S0006220,O005768,2024-12-19T07:16:49
S0006221,O005769,2025-07-31T13:56:08
S0006222,O005770,2025-01-10T15:43:55
S0006223,O005770,2025-01-26T15:43:55
S0006224,O005771,2026-01-07T16:53:38
S0006225,O005772,2025-10-18T21:37:38
S0006226,O005773,2025-03-10T07:17:32
S0006227,O005773,2025-04-06T07:17:32
S0006228,O005774,2025-08-07T13:40:21
S0006229,O005775,2026-01-02T03:25:06
S0006230,O005776,2025-02-12T06:00:26
S0006231,O005777,2025-05-20T14:14:57
S0006232,O005778,2025-10-16T23:36:21
S0006233,O005779,2026-03-11T20:14:04
S0006234,O005780,2025-03-01T05:45:31
S0006235,O005781,2025-10-22T02:29:01
S0006236,O005782,2025-06-24T16:07:25
S0006237,O005783,2026-03-21T22:34:30
S0006238,O005784,2025-08-15T03:46:34
S0006239,O005785,2024-12-03T14:10:42
S0006240,O005786,2025-10-26T00:37:15
S0006241,O005788,2026-04-03T23:17:08
S0006242,O005789,2025-04-01T02:03:21
S0006243,O005790,2024-11-04T19:24:08
S0006244,O005791,2026-03-14T11:37:48
S0006245,O005792,2024-11-09T20:27:15
S0006246,O005794,2024-12-01T09:31:47
S0006247,O005795,2025-03-16T12:07:19
S0006248,O005796,2026-04-02T05:12:48
S0006249,O005797,2025-07-20T06:53:00
S0006250,O005797,2025-09-06T06:53:00
S0006251,O005798,2024-11-23T13:54:24
S0006252,O005799,2024-11-29T16:02:09
S0006253,O005800,2025-05-05T16:44:19
S0006254,O005801,2024-11-11T22:50:30
S0006255,O005802,2025-08-23T23:46:32
S0006256,O005803,2025-04-20T19:53:09
S0006257,O005803,2025-05-11T19:53:09
S0006258,O005803,2025-06-06T19:53:09
S0006259,O005805,2025-05-20T04:39:23
S0006260,O005806,2026-02-28T16:42:35
S0006261,O005806,2026-04-04T16:42:35
S0006262,O005806,2026-04-23T16:42:35
S0006263,O005808,2025-06-10T21:01:55
S0006264,O005809,2025-10-21T10:45:13
S0006265,O005811,2025-01-17T20:46:20
S0006266,O005811,2025-03-12T20:46:20
S0006267,O005812,2025-12-22T06:36:55
S0006268,O005813,2025-11-26T20:53:19
S0006269,O005814,2025-07-17T21:47:50
S0006270,O005815,2025-06-26T05:14:27
S0006271,O005815,2025-08-19T05:14:27
S0006272,O005815,2025-08-08T05:14:27
S0006273,O005816,2025-07-26T08:56:02
S0006274,O005817,2024-12-23T19:25:48
S0006275,O005818,2025-02-03T01:47:32
S0006276,O005819,2025-06-01T19:30:51
S0006277,O005820,2025-05-01T17:40:38
S0006278,O005821,2026-01-10T03:21:16
S0006279,O005822,2025-10-18T15:23:44
S0006280,O005823,2026-02-11T15:11:16
S0006281,O005824,2025-11-26T06:50:14
S0006282,O005824,2025-12-25T06:50:14
S0006283,O005825,2025-09-29T05:29:45
S0006284,O005826,2026-02-28T15:31:00
S0006285,O005826,2026-03-18T15:31:00
S0006286,O005826,2026-04-03T15:31:00
S0006287,O005827,2025-09-14T00:21:53
S0006288,O005827,2025-10-31T00:21:53
S0006289,O005828,2026-02-20T05:26:11
S0006290,O005829,2025-10-03T14:44:30
S0006291,O005831,2025-12-21T16:38:49
S0006292,O005832,2025-02-19T16:27:04
S0006293,O005833,2026-04-16T12:14:24
S0006294,O005834,2024-12-29T11:21:57
S0006295,O005836,2026-03-15T00:05:28
S0006296,O005836,2026-04-16T00:05:28
S0006297,O005836,2026-04-26T00:05:28
S0006298,O005837,2025-06-16T20:29:21
S0006299,O005838,2025-07-31T11:33:05
S0006300,O005839,2026-04-06T17:05:52
S0006301,O005840,2025-05-16T17:39:47
S0006302,O005841,2025-10-31T09:52:51
S0006303,O005841,2025-12-19T09:52:51
S0006304,O005842,2026-01-03T11:33:30
S0006305,O005843,2026-01-15T02:22:30
S0006306,O005843,2026-03-09T02:22:30
S0006307,O005844,2025-07-01T06:24:53
S0006308,O005844,2025-08-26T06:24:53
S0006309,O005844,2025-08-16T06:24:53
S0006310,O005845,2026-01-11T22:51:27
S0006311,O005846,2024-11-17T21:50:20
S0006312,O005847,2025-10-16T03:04:44
S0006313,O005848,2024-12-16T02:49:54
S0006314,O005849,2025-05-14T07:50:01
S0006315,O005850,2025-12-14T07:32:23
S0006316,O005851,2025-05-16T09:56:20
S0006317,O005852,2025-12-06T15:56:08
S0006318,O005853,2026-03-05T01:18:51
S0006319,O005854,2025-09-03T23:57:06
S0006320,O005854,2025-09-28T23:57:06
S0006321,O005854,2025-10-14T23:57:06
S0006322,O005855,2025-02-27T14:52:54
S0006323,O005856,2026-04-26T17:26:00
S0006324,O005857,2025-11-11T01:58:03
S0006325,O005857,2025-12-05T01:58:03
S0006326,O005857,2026-01-04T01:58:03
S0006327,O005858,2025-12-10T21:44:07
S0006328,O005859,2025-11-12T05:51:16
S0006329,O005860,2025-02-05T00:36:31
S0006330,O005861,2026-02-21T00:13:01
S0006331,O005861,2026-04-15T00:13:01
S0006332,O005862,2026-03-02T19:51:08
S0006333,O005863,2026-03-02T17:36:42
S0006334,O005863,2026-03-25T17:36:42
S0006335,O005864,2026-04-02T15:57:41
S0006336,O005865,2025-06-20T16:59:39
S0006337,O005866,2025-12-16T22:21:24
S0006338,O005867,2025-08-11T03:47:17
S0006339,O005868,2025-03-21T11:41:18
S0006340,O005869,2025-09-05T12:24:10
S0006341,O005870,2025-06-14T13:38:41
S0006342,O005871,2025-08-30T06:57:39
S0006343,O005872,2025-10-22T21:39:44
S0006344,O005873,2026-02-16T05:14:35
S0006345,O005874,2024-12-09T09:32:13
S0006346,O005875,2024-11-12T01:52:24
S0006347,O005876,2025-12-04T18:12:43
S0006348,O005879,2025-09-13T11:08:19
S0006349,O005879,2025-10-20T11:08:19
S0006350,O005880,2024-11-12T06:34:27
S0006351,O005881,2025-10-30T23:22:23
S0006352,O005882,2025-09-25T05:06:52
S0006353,O005883,2025-04-04T00:25:42
S0006354,O005884,2025-09-29T04:43:52
S0006355,O005885,2025-08-01T02:43:06
S0006356,O005887,2025-07-31T11:02:23
S0006357,O005887,2025-08-16T11:02:23
S0006358,O005888,2025-03-23T06:21:23
S0006359,O005888,2025-04-21T06:21:23
S0006360,O005889,2025-11-24T03:57:45
S0006361,O005890,2025-11-02T10:39:15
S0006362,O005891,2026-04-20T21:17:22
S0006363,O005892,2025-12-24T19:45:02
S0006364,O005893,2025-11-23T19:04:26
S0006365,O005894,2025-01-25T02:23:59
S0006366,O005895,2026-04-02T10:17:44
S0006367,O005895,2026-05-01T00:00:00
S0006368,O005895,2026-05-01T00:00:00
S0006369,O005896,2025-11-12T19:10:34
S0006370,O005897,2025-01-07T16:45:09
S0006371,O005898,2025-07-19T17:57:11
S0006372,O005899,2025-06-27T02:29:34
S0006373,O005900,2025-09-11T07:37:21
S0006374,O005901,2026-03-10T19:12:15
S0006375,O005901,2026-04-21T19:12:15
S0006376,O005901,2026-03-26T19:12:15
S0006377,O005902,2025-05-01T09:23:39
S0006378,O005904,2026-01-05T17:19:15
S0006379,O005907,2026-02-13T03:50:09
S0006380,O005907,2026-03-18T03:50:09
S0006381,O005908,2024-11-26T04:25:02
S0006382,O005909,2025-07-09T06:24:45
S0006383,O005910,2025-05-01T06:27:35
S0006384,O005910,2025-06-29T06:27:35
S0006385,O005911,2025-10-20T09:27:21
S0006386,O005912,2026-01-18T02:55:49
S0006387,O005913,2025-08-31T01:41:11
S0006388,O005914,2025-11-26T22:11:39
S0006389,O005916,2025-09-06T08:50:15
S0006390,O005917,2026-03-06T20:21:43
S0006391,O005918,2025-05-20T08:45:02
S0006392,O005919,2025-03-27T15:04:49
S0006393,O005921,2025-01-17T10:50:59
S0006394,O005921,2025-03-17T10:50:59
S0006395,O005922,2026-01-06T03:25:55
S0006396,O005923,2026-03-06T00:56:10
S0006397,O005924,2025-05-14T08:13:16
S0006398,O005925,2026-04-16T02:47:11
S0006399,O005926,2025-04-16T16:01:04
S0006400,O005927,2025-10-08T18:26:47
S0006401,O005927,2025-11-18T18:26:47
S0006402,O005927,2025-10-27T18:26:47
S0006403,O005928,2024-12-13T14:51:08
S0006404,O005929,2026-01-18T03:00:25
S0006405,O005930,2025-08-17T00:33:42
S0006406,O005930,2025-09-08T00:33:42
S0006407,O005930,2025-09-02T00:33:42
S0006408,O005931,2024-12-18T18:32:27
S0006409,O005932,2026-03-08T14:23:31
S0006410,O005933,2025-10-29T16:41:47
S0006411,O005934,2025-01-21T12:16:21
S0006412,O005935,2026-02-19T01:39:11
S0006413,O005937,2025-11-24T08:23:11
S0006414,O005938,2025-09-06T10:59:25
S0006415,O005938,2025-10-12T10:59:25
S0006416,O005938,2025-10-06T10:59:25
S0006417,O005939,2025-11-28T21:27:17
S0006418,O005940,2025-03-24T20:37:41
S0006419,O005942,2026-01-25T15:34:29
S0006420,O005943,2025-04-13T23:19:23
S0006421,O005944,2025-02-27T00:50:09
S0006422,O005945,2026-02-21T01:41:56
S0006423,O005946,2025-07-19T21:50:40
S0006424,O005947,2024-12-11T07:24:09
S0006425,O005948,2025-07-19T17:52:13
S0006426,O005949,2025-06-09T06:08:21
S0006427,O005950,2025-04-24T18:42:51
S0006428,O005951,2026-01-06T15:54:29
S0006429,O005952,2025-01-31T07:46:35
S0006430,O005952,2025-03-25T07:46:35
S0006431,O005952,2025-02-18T07:46:35
S0006432,O005953,2024-12-21T02:27:56
S0006433,O005954,2025-12-18T22:21:37
S0006434,O005955,2025-05-31T02:54:08
S0006435,O005956,2025-05-08T07:43:37
S0006436,O005957,2025-08-24T07:15:46
S0006437,O005958,2025-12-15T16:24:24
S0006438,O005959,2025-02-25T06:40:44
S0006439,O005960,2024-12-05T08:42:38
S0006440,O005960,2025-01-18T08:42:38
S0006441,O005960,2024-12-29T08:42:38
S0006442,O005961,2025-07-20T02:21:48
S0006443,O005962,2025-12-28T06:24:11
S0006444,O005962,2026-01-16T06:24:11
S0006445,O005962,2026-02-03T06:24:11
S0006446,O005963,2026-02-05T07:32:52
S0006447,O005965,2025-03-20T11:39:39
S0006448,O005965,2025-05-02T11:39:39
S0006449,O005965,2025-05-05T11:39:39
S0006450,O005966,2025-01-08T11:19:28
S0006451,O005967,2025-04-17T09:43:58
S0006452,O005968,2024-11-15T21:59:43
S0006453,O005968,2024-12-27T21:59:43
S0006454,O005968,2024-12-21T21:59:43
S0006455,O005969,2025-06-20T05:30:19
S0006456,O005970,2024-11-22T21:43:11
S0006457,O005971,2025-08-20T11:25:10
S0006458,O005972,2024-12-23T04:59:47
S0006459,O005973,2026-01-14T20:49:03
S0006460,O005974,2024-12-21T16:37:15
S0006461,O005974,2025-02-01T16:37:15
S0006462,O005975,2026-01-04T04:22:30
S0006463,O005976,2025-10-14T13:12:32
S0006464,O005977,2025-06-30T20:47:52
S0006465,O005978,2025-09-06T01:15:00
S0006466,O005979,2025-08-31T12:10:34
S0006467,O005980,2025-09-09T05:06:27
S0006468,O005980,2025-09-29T05:06:27
S0006469,O005980,2025-11-06T05:06:27
S0006470,O005981,2026-02-27T00:53:06
S0006471,O005982,2026-03-02T20:04:11
S0006472,O005982,2026-03-23T20:04:11
S0006473,O005982,2026-04-14T20:04:11
S0006474,O005984,2025-07-09T18:42:41
S0006475,O005984,2025-08-13T18:42:41
S0006476,O005984,2025-07-30T18:42:41
S0006477,O005985,2025-03-06T14:50:39
S0006478,O005986,2026-03-29T20:28:04
S0006479,O005987,2025-01-28T17:41:00
S0006480,O005987,2025-02-18T17:41:00
S0006481,O005989,2025-08-01T20:38:57
S0006482,O005989,2025-09-03T20:38:57
S0006483,O005990,2024-12-25T00:28:28
S0006484,O005991,2025-01-22T07:04:30
S0006485,O005992,2025-10-11T02:19:52
S0006486,O005992,2025-11-24T02:19:52
S0006487,O005993,2025-01-23T13:57:03
S0006488,O005994,2026-04-05T17:16:19
S0006489,O005995,2026-02-18T05:19:14
S0006490,O005996,2026-04-11T09:37:30
S0006491,O005997,2025-12-09T18:00:12
S0006492,O005998,2026-01-20T17:30:57
S0006493,O006000,2025-11-12T23:49:24
S0006494,O006001,2025-05-27T14:04:11
S0006495,O006003,2025-01-04T02:47:08
S0006496,O006005,2024-12-06T17:44:34
S0006497,O006006,2025-01-04T08:51:13
S0006498,O006007,2025-08-27T16:11:59
S0006499,O006008,2025-05-02T01:57:11
S0006500,O006008,2025-06-13T01:57:11
S0006501,O006008,2025-06-21T01:57:11
S0006502,O006009,2024-12-28T03:10:55
S0006503,O006010,2025-05-22T12:25:20
S0006504,O006012,2025-04-05T15:52:57
S0006505,O006013,2025-08-10T15:39:19
S0006506,O006014,2025-02-26T20:41:04
S0006507,O006015,2025-11-22T03:15:12
S0006508,O006015,2026-01-11T03:15:12
S0006509,O006016,2025-10-17T02:03:02
S0006510,O006017,2025-12-04T01:24:23
S0006511,O006018,2025-04-22T01:55:22
S0006512,O006019,2025-07-05T06:06:55
S0006513,O006020,2025-11-19T00:59:12
S0006514,O006020,2026-01-13T00:59:12
S0006515,O006021,2025-01-21T02:10:41
S0006516,O006022,2025-06-06T06:02:02
S0006517,O006022,2025-06-26T06:02:02
S0006518,O006023,2025-01-07T06:07:22
S0006519,O006024,2024-11-30T10:03:44
S0006520,O006025,2024-12-13T04:54:51
S0006521,O006026,2024-11-15T14:53:13
S0006522,O006027,2026-01-08T22:56:18
S0006523,O006027,2026-03-04T22:56:18
S0006524,O006028,2025-09-01T12:15:43
S0006525,O006028,2025-09-23T12:15:43
S0006526,O006028,2025-10-20T12:15:43
S0006527,O006029,2024-12-10T20:19:29
S0006528,O006030,2025-11-16T22:17:23
S0006529,O006031,2025-10-12T19:47:07
S0006530,O006032,2025-08-18T00:35:39
S0006531,O006033,2025-07-26T01:40:45
S0006532,O006033,2025-09-05T01:40:45
S0006533,O006033,2025-08-26T01:40:45
S0006534,O006034,2024-12-10T23:12:38
S0006535,O006035,2025-12-16T03:28:36
S0006536,O006036,2025-09-12T12:01:44
S0006537,O006037,2025-08-08T19:40:29
S0006538,O006039,2025-05-16T09:01:15
S0006539,O006040,2025-11-14T20:37:20
S0006540,O006041,2024-11-21T13:28:30
S0006541,O006042,2025-03-24T22:51:02
S0006542,O006043,2026-02-06T20:22:51
S0006543,O006044,2025-04-06T15:01:33
S0006544,O006045,2026-01-29T22:00:26
S0006545,O006046,2025-03-01T07:35:01
S0006546,O006047,2024-12-01T16:06:13
S0006547,O006048,2025-09-02T13:22:30
S0006548,O006049,2024-12-30T10:51:07
S0006549,O006050,2025-10-21T05:33:07
S0006550,O006051,2025-02-25T06:54:42
S0006551,O006052,2025-04-19T15:41:11
S0006552,O006053,2025-05-21T18:35:09
S0006553,O006053,2025-06-06T18:35:09
S0006554,O006054,2025-12-07T23:59:49
S0006555,O006055,2025-03-12T09:44:55
S0006556,O006056,2026-01-26T23:36:50
S0006557,O006057,2026-01-14T14:16:13
S0006558,O006058,2025-08-20T18:51:26
S0006559,O006059,2025-02-11T17:12:49
