shipment_line_item_id,shipment_id,line_item_id,quantity_shipped
SL00007186,S0004389,L0007687,4
SL00007187,S0004390,L0007688,3
SL00007188,S0004390,L0007689,5
SL00007189,S0004391,L0007691,1
SL00007190,S0004392,L0007692,3
SL00007191,S0004392,L0007694,5
SL00007192,S0004393,L0007695,1
SL00007193,S0004393,L0007696,4
SL00007194,S0004394,L0007697,5
SL00007195,S0004394,L0007698,1
SL00007196,S0004395,L0007699,2
SL00007197,S0004395,L0007700,2
SL00007198,S0004397,L0007702,3
SL00007199,S0004397,L0007703,1
SL00007200,S0004397,L0007704,3
SL00007201,S0004398,L0007709,4
SL00007202,S0004398,L0007710,5
SL00007203,S0004399,L0007711,1
SL00007204,S0004399,L0007712,4
SL00007205,S0004399,L0007713,1
SL00007206,S0004400,L0007714,5
SL00007207,S0004401,L0007715,2
SL00007208,S0004402,L0007716,3
SL00007209,S0004402,L0007717,3
SL00007210,S0004402,L0007718,4
SL00007211,S0004403,L0007719,3
SL00007212,S0004404,L0007720,3
SL00007213,S0004404,L0007721,4
SL00007214,S0004405,L0007722,3
SL00007215,S0004405,L0007723,2
SL00007216,S0004406,L0007724,3
SL00007217,S0004406,L0007725,1
SL00007218,S0004407,L0007726,3
SL00007219,S0004407,L0007727,4
SL00007220,S0004407,L0007728,3
SL00007221,S0004408,L0007729,3
SL00007222,S0004408,L0007730,2
SL00007223,S0004408,L0007731,1
SL00007224,S0004409,L0007736,1
SL00007225,S0004410,L0007736,2
SL00007226,S0004412,L0007739,3
SL00007227,S0004412,L0007740,2
SL00007228,S0004412,L0007741,2
SL00007229,S0004413,L0007744,2
SL00007230,S0004413,L0007746,5
SL00007231,S0004414,L0007747,4
SL00007232,S0004415,L0007748,3
SL00007233,S0004416,L0007749,5
SL00007234,S0004416,L0007750,4
SL00007235,S0004416,L0007751,5
SL00007236,S0004417,L0007752,1
SL00007237,S0004418,L0007753,4
SL00007238,S0004419,L0007753,1
SL00007239,S0004418,L0007754,4
SL00007240,S0004419,L0007754,1
SL00007241,S0004422,L0007755,3
SL00007242,S0004421,L0007756,3
SL00007243,S0004423,L0007757,2
SL00007244,S0004423,L0007758,1
SL00007245,S0004423,L0007759,5
SL00007246,S0004424,L0007760,5
SL00007247,S0004424,L0007761,4
SL00007248,S0004425,L0007762,1
SL00007249,S0004425,L0007763,1
SL00007250,S0004426,L0007764,1
SL00007251,S0004427,L0007764,2
SL00007252,S0004427,L0007765,3
SL00007253,S0004426,L0007766,1
SL00007254,S0004427,L0007766,3
SL00007255,S0004429,L0007767,1
SL00007256,S0004429,L0007768,1
SL00007257,S0004431,L0007770,3
SL00007258,S0004432,L0007771,3
SL00007259,S0004432,L0007772,2
SL00007260,S0004433,L0007774,4
SL00007261,S0004433,L0007775,3
SL00007262,S0004433,L0007776,5
SL00007263,S0004434,L0007777,3
SL00007264,S0004435,L0007778,4
SL00007265,S0004436,L0007779,2
SL00007266,S0004437,L0007780,2
SL00007267,S0004439,L0007780,1
SL00007268,S0004440,L0007781,4
SL00007269,S0004440,L0007782,4
SL00007270,S0004441,L0007785,2
SL00007271,S0004442,L0007786,3
SL00007272,S0004442,L0007787,2
SL00007273,S0004442,L0007788,2
SL00007274,S0004443,L0007792,4
SL00007275,S0004444,L0007793,5
SL00007276,S0004444,L0007794,5
SL00007277,S0004445,L0007795,4
SL00007278,S0004445,L0007796,2
SL00007279,S0004446,L0007797,3
SL00007280,S0004446,L0007798,4
SL00007281,S0004448,L0007800,2
SL00007282,S0004448,L0007801,1
SL00007283,S0004449,L0007802,4
SL00007284,S0004449,L0007803,5
SL00007285,S0004449,L0007804,1
SL00007286,S0004450,L0007805,3
SL00007287,S0004450,L0007806,1
SL00007288,S0004450,L0007807,3
SL00007289,S0004451,L0007808,1
SL00007290,S0004451,L0007809,1
SL00007291,S0004452,L0007810,5
SL00007292,S0004454,L0007811,2
SL00007293,S0004456,L0007812,5
SL00007294,S0004456,L0007813,3
SL00007295,S0004457,L0007814,3
SL00007296,S0004457,L0007815,5
SL00007297,S0004457,L0007816,2
SL00007298,S0004458,L0007817,3
SL00007299,S0004458,L0007818,4
SL00007300,S0004459,L0007819,2
SL00007301,S0004460,L0007820,4
SL00007302,S0004460,L0007821,3
SL00007303,S0004461,L0007822,4
SL00007304,S0004461,L0007823,4
SL00007305,S0004461,L0007824,4
SL00007306,S0004462,L0007825,1
SL00007307,S0004463,L0007825,2
SL00007308,S0004464,L0007826,2
SL00007309,S0004465,L0007827,1
SL00007310,S0004466,L0007828,1
SL00007311,S0004467,L0007829,1
SL00007312,S0004468,L0007829,1
SL00007313,S0004467,L0007830,2
SL00007314,S0004468,L0007830,2
SL00007315,S0004467,L0007831,4
SL00007316,S0004468,L0007831,1
SL00007317,S0004469,L0007832,1
SL00007318,S0004470,L0007833,3
SL00007319,S0004470,L0007834,5
SL00007320,S0004470,L0007835,1
SL00007321,S0004470,L0007836,4
SL00007322,S0004472,L0007838,2
SL00007323,S0004472,L0007839,2
SL00007324,S0004475,L0007843,3
SL00007325,S0004474,L0007844,1
SL00007326,S0004474,L0007845,2
SL00007327,S0004476,L0007846,2
SL00007328,S0004476,L0007847,4
SL00007329,S0004477,L0007848,2
SL00007330,S0004477,L0007849,1
SL00007331,S0004478,L0007850,5
SL00007332,S0004479,L0007851,3
SL00007333,S0004479,L0007852,5
SL00007334,S0004480,L0007854,4
SL00007335,S0004481,L0007855,1
SL00007336,S0004481,L0007856,2
SL00007337,S0004481,L0007857,4
SL00007338,S0004482,L0007858,4
SL00007339,S0004483,L0007859,5
SL00007340,S0004483,L0007860,4
SL00007341,S0004484,L0007861,1
SL00007342,S0004484,L0007862,2
SL00007343,S0004485,L0007866,4
SL00007344,S0004485,L0007867,2
SL00007345,S0004486,L0007868,1
SL00007346,S0004487,L0007869,5
SL00007347,S0004487,L0007870,4
SL00007348,S0004488,L0007871,1
SL00007349,S0004489,L0007872,1
SL00007350,S0004490,L0007873,1
SL00007351,S0004490,L0007874,4
SL00007352,S0004490,L0007875,4
SL00007353,S0004490,L0007876,3
SL00007354,S0004491,L0007877,5
SL00007355,S0004491,L0007878,4
SL00007356,S0004492,L0007879,5
SL00007357,S0004492,L0007880,1
SL00007358,S0004492,L0007881,5
SL00007359,S0004493,L0007882,4
SL00007360,S0004495,L0007884,3
SL00007361,S0004496,L0007885,5
SL00007362,S0004496,L0007886,5
SL00007363,S0004497,L0007890,5
SL00007364,S0004497,L0007891,3
SL00007365,S0004498,L0007892,4
SL00007366,S0004499,L0007893,4
SL00007367,S0004500,L0007895,2
SL00007368,S0004500,L0007896,3
SL00007369,S0004501,L0007897,5
SL00007370,S0004502,L0007898,3
SL00007371,S0004502,L0007899,5
SL00007372,S0004503,L0007900,5
SL00007373,S0004503,L0007901,3
SL00007374,S0004504,L0007902,2
SL00007375,S0004505,L0007904,5
SL00007376,S0004506,L0007905,5
SL00007377,S0004507,L0007906,2
SL00007378,S0004508,L0007906,1
SL00007379,S0004509,L0007906,1
SL00007380,S0004507,L0007907,2
SL00007381,S0004508,L0007907,1
SL00007382,S0004510,L0007908,5
SL00007383,S0004511,L0007909,2
SL00007384,S0004511,L0007910,2
SL00007385,S0004511,L0007911,1
SL00007386,S0004512,L0007912,2
SL00007387,S0004512,L0007913,5
SL00007388,S0004513,L0007914,2
SL00007389,S0004514,L0007915,5
SL00007390,S0004514,L0007916,4
SL00007391,S0004515,L0007917,3
SL00007392,S0004515,L0007918,2
SL00007393,S0004515,L0007919,4
SL00007394,S0004516,L0007920,1
SL00007395,S0004516,L0007921,1
SL00007396,S0004518,L0007921,2
SL00007397,S0004519,L0007925,2
SL00007398,S0004519,L0007926,1
SL00007399,S0004520,L0007927,3
SL00007400,S0004521,L0007928,2
SL00007401,S0004522,L0007929,1
SL00007402,S0004523,L0007936,1
SL00007403,S0004523,L0007937,1
SL00007404,S0004523,L0007938,2
SL00007405,S0004524,L0007939,4
SL00007406,S0004525,L0007940,2
SL00007407,S0004525,L0007941,3
SL00007408,S0004526,L0007942,3
SL00007409,S0004526,L0007943,2
SL00007410,S0004527,L0007944,5
SL00007411,S0004528,L0007945,3
SL00007412,S0004529,L0007946,3
SL00007413,S0004529,L0007947,3
SL00007414,S0004530,L0007948,2
SL00007415,S0004530,L0007949,5
SL00007416,S0004530,L0007950,4
SL00007417,S0004531,L0007951,1
SL00007418,S0004532,L0007952,1
SL00007419,S0004533,L0007953,5
SL00007420,S0004533,L0007954,5
SL00007421,S0004533,L0007955,3
SL00007422,S0004534,L0007956,2
SL00007423,S0004535,L0007957,2
SL00007424,S0004536,L0007960,4
SL00007425,S0004538,L0007960,1
SL00007426,S0004536,L0007961,1
SL00007427,S0004538,L0007961,3
SL00007428,S0004539,L0007962,1
SL00007429,S0004539,L0007963,1
SL00007430,S0004539,L0007964,3
SL00007431,S0004540,L0007965,3
SL00007432,S0004541,L0007968,2
SL00007433,S0004543,L0007968,3
SL00007434,S0004544,L0007972,1
SL00007435,S0004544,L0007973,1
SL00007436,S0004544,L0007974,2
SL00007437,S0004545,L0007975,4
SL00007438,S0004545,L0007976,2
SL00007439,S0004545,L0007977,3
SL00007440,S0004545,L0007978,5
SL00007441,S0004546,L0007979,5
SL00007442,S0004546,L0007980,3
SL00007443,S0004547,L0007981,3
SL00007444,S0004547,L0007982,4
SL00007445,S0004548,L0007983,5
SL00007446,S0004548,L0007984,4
SL00007447,S0004549,L0007985,3
SL00007448,S0004550,L0007986,5
SL00007449,S0004550,L0007987,2
SL00007450,S0004551,L0007989,1
SL00007451,S0004551,L0007990,4
SL00007452,S0004551,L0007991,4
SL00007453,S0004552,L0007992,2
SL00007454,S0004552,L0007993,1
SL00007455,S0004553,L0007994,1
SL00007456,S0004554,L0007995,5
SL00007457,S0004554,L0007996,2
SL00007458,S0004555,L0007997,1
SL00007459,S0004556,L0007998,1
SL00007460,S0004556,L0007999,2
SL00007461,S0004556,L0008000,2
SL00007462,S0004557,L0008001,3
SL00007463,S0004557,L0008002,1
SL00007464,S0004557,L0008003,4
SL00007465,S0004558,L0008004,1
SL00007466,S0004560,L0008005,4
SL00007467,S0004560,L0008006,3
SL00007468,S0004560,L0008007,3
SL00007469,S0004561,L0008008,3
SL00007470,S0004561,L0008009,4
SL00007471,S0004561,L0008010,3
SL00007472,S0004562,L0008011,1
SL00007473,S0004564,L0008011,1
SL00007474,S0004562,L0008012,2
SL00007475,S0004565,L0008013,4
SL00007476,S0004565,L0008014,3
SL00007477,S0004566,L0008015,1
SL00007478,S0004567,L0008017,3
SL00007479,S0004567,L0008018,1
SL00007480,S0004567,L0008019,2
SL00007481,S0004568,L0008020,5
SL00007482,S0004569,L0008021,3
SL00007483,S0004569,L0008022,5
SL00007484,S0004569,L0008023,4
SL00007485,S0004570,L0008025,2
SL00007486,S0004570,L0008027,2
SL00007487,S0004571,L0008028,3
SL00007488,S0004571,L0008029,5
SL00007489,S0004574,L0008030,1
SL00007490,S0004575,L0008031,2
SL00007491,S0004575,L0008032,1
SL00007492,S0004575,L0008033,1
SL00007493,S0004576,L0008034,3
SL00007494,S0004576,L0008035,4
SL00007495,S0004576,L0008036,3
SL00007496,S0004577,L0008037,4
SL00007497,S0004578,L0008038,5
SL00007498,S0004578,L0008039,3
SL00007499,S0004578,L0008040,5
SL00007500,S0004579,L0008043,3
SL00007501,S0004579,L0008044,4
SL00007502,S0004579,L0008045,1
SL00007503,S0004580,L0008046,5
SL00007504,S0004580,L0008047,1
SL00007505,S0004581,L0008048,1
SL00007506,S0004581,L0008049,4
SL00007507,S0004582,L0008055,2
SL00007508,S0004583,L0008056,3
SL00007509,S0004583,L0008057,1
SL00007510,S0004584,L0008058,5
SL00007511,S0004584,L0008060,3
SL00007512,S0004585,L0008061,1
SL00007513,S0004585,L0008062,3
SL00007514,S0004585,L0008063,5
SL00007515,S0004585,L0008064,3
SL00007516,S0004586,L0008065,5
SL00007517,S0004586,L0008066,2
SL00007518,S0004587,L0008067,1
SL00007519,S0004587,L0008068,2
SL00007520,S0004587,L0008069,1
SL00007521,S0004588,L0008070,1
SL00007522,S0004589,L0008071,1
SL00007523,S0004588,L0008072,1
SL00007524,S0004591,L0008075,5
SL00007525,S0004592,L0008076,1
SL00007526,S0004593,L0008077,1
SL00007527,S0004594,L0008077,1
SL00007528,S0004593,L0008078,1
SL00007529,S0004594,L0008078,2
SL00007530,S0004596,L0008079,5
SL00007531,S0004597,L0008080,4
SL00007532,S0004598,L0008081,3
SL00007533,S0004598,L0008082,2
SL00007534,S0004598,L0008083,3
SL00007535,S0004599,L0008084,4
SL00007536,S0004599,L0008086,3
SL00007537,S0004600,L0008088,1
SL00007538,S0004601,L0008088,3
SL00007539,S0004600,L0008089,1
SL00007540,S0004601,L0008089,2
SL00007541,S0004600,L0008090,1
SL00007542,S0004605,L0008094,5
SL00007543,S0004605,L0008095,3
SL00007544,S0004606,L0008098,1
SL00007545,S0004606,L0008099,4
SL00007546,S0004607,L0008100,2
SL00007547,S0004608,L0008101,5
SL00007548,S0004608,L0008102,4
SL00007549,S0004609,L0008104,4
SL00007550,S0004611,L0008104,1
SL00007551,S0004612,L0008105,3
SL00007552,S0004612,L0008106,2
SL00007553,S0004613,L0008107,3
SL00007554,S0004614,L0008108,4
SL00007555,S0004614,L0008109,4
SL00007556,S0004617,L0008110,1
SL00007557,S0004618,L0008114,2
SL00007558,S0004618,L0008115,5
SL00007559,S0004618,L0008116,2
SL00007560,S0004619,L0008117,5
SL00007561,S0004619,L0008118,2
SL00007562,S0004619,L0008119,1
SL00007563,S0004619,L0008120,4
SL00007564,S0004620,L0008121,4
SL00007565,S0004621,L0008122,2
SL00007566,S0004621,L0008123,2
SL00007567,S0004622,L0008124,5
SL00007568,S0004622,L0008125,4
SL00007569,S0004623,L0008126,2
SL00007570,S0004623,L0008127,1
SL00007571,S0004623,L0008128,5
SL00007572,S0004624,L0008129,1
SL00007573,S0004625,L0008130,3
SL00007574,S0004627,L0008130,1
SL00007575,S0004628,L0008131,3
SL00007576,S0004628,L0008132,3
SL00007577,S0004629,L0008133,2
SL00007578,S0004630,L0008134,1
SL00007579,S0004630,L0008135,3
SL00007580,S0004630,L0008136,4
SL00007581,S0004631,L0008137,3
SL00007582,S0004631,L0008138,2
SL00007583,S0004631,L0008139,2
SL00007584,S0004631,L0008140,5
SL00007585,S0004632,L0008141,5
SL00007586,S0004632,L0008142,2
SL00007587,S0004632,L0008143,2
SL00007588,S0004633,L0008144,3
SL00007589,S0004634,L0008145,1
SL00007590,S0004634,L0008146,2
SL00007591,S0004634,L0008147,2
SL00007592,S0004635,L0008148,3
SL00007593,S0004636,L0008149,1
SL00007594,S0004636,L0008150,4
SL00007595,S0004637,L0008151,1
SL00007596,S0004637,L0008152,3
SL00007597,S0004638,L0008153,1
SL00007598,S0004639,L0008153,1
SL00007599,S0004641,L0008154,1
SL00007600,S0004642,L0008155,5
SL00007601,S0004642,L0008156,4
SL00007602,S0004643,L0008157,2
SL00007603,S0004643,L0008158,2
SL00007604,S0004644,L0008161,2
SL00007605,S0004645,L0008162,2
SL00007606,S0004645,L0008163,2
SL00007607,S0004645,L0008164,4
SL00007608,S0004645,L0008165,2
SL00007609,S0004646,L0008166,5
SL00007610,S0004646,L0008167,3
SL00007611,S0004646,L0008168,1
SL00007612,S0004647,L0008169,5
SL00007613,S0004647,L0008170,5
SL00007614,S0004648,L0008171,1
SL00007615,S0004648,L0008172,1
SL00007616,S0004649,L0008173,1
SL00007617,S0004651,L0008174,3
SL00007618,S0004652,L0008175,1
SL00007619,S0004652,L0008176,5
SL00007620,S0004652,L0008177,5
SL00007621,S0004653,L0008178,2
SL00007622,S0004654,L0008180,4
SL00007623,S0004654,L0008181,4
SL00007624,S0004655,L0008182,1
SL00007625,S0004655,L0008183,2
SL00007626,S0004656,L0008184,4
SL00007627,S0004656,L0008185,1
SL00007628,S0004657,L0008186,2
SL00007629,S0004657,L0008187,3
SL00007630,S0004658,L0008188,4
SL00007631,S0004658,L0008189,1
SL00007632,S0004659,L0008190,3
SL00007633,S0004659,L0008191,3
SL00007634,S0004660,L0008192,3
SL00007635,S0004660,L0008193,4
SL00007636,S0004660,L0008194,2
SL00007637,S0004660,L0008195,1
SL00007638,S0004661,L0008197,4
SL00007639,S0004661,L0008198,1
SL00007640,S0004661,L0008199,2
SL00007641,S0004662,L0008202,3
SL00007642,S0004662,L0008203,1
SL00007643,S0004663,L0008204,5
SL00007644,S0004663,L0008205,5
SL00007645,S0004663,L0008206,2
SL00007646,S0004664,L0008207,1
SL00007647,S0004664,L0008208,2
SL00007648,S0004665,L0008209,3
SL00007649,S0004665,L0008210,4
SL00007650,S0004665,L0008211,3
SL00007651,S0004666,L0008215,1
SL00007652,S0004666,L0008216,3
SL00007653,S0004666,L0008217,3
SL00007654,S0004667,L0008217,1
SL00007655,S0004668,L0008218,1
SL00007656,S0004669,L0008219,2
SL00007657,S0004669,L0008220,2
SL00007658,S0004670,L0008221,4
SL00007659,S0004670,L0008222,4
SL00007660,S0004670,L0008223,2
SL00007661,S0004671,L0008224,2
SL00007662,S0004672,L0008225,2
SL00007663,S0004672,L0008226,1
SL00007664,S0004673,L0008229,3
SL00007665,S0004673,L0008230,4
SL00007666,S0004673,L0008231,3
SL00007667,S0004674,L0008232,5
SL00007668,S0004674,L0008233,4
SL00007669,S0004675,L0008236,4
SL00007670,S0004676,L0008237,3
SL00007671,S0004677,L0008239,2
SL00007672,S0004677,L0008240,2
SL00007673,S0004679,L0008240,1
SL00007674,S0004680,L0008241,2
SL00007675,S0004681,L0008242,3
SL00007676,S0004682,L0008243,5
SL00007677,S0004682,L0008244,4
SL00007678,S0004683,L0008245,5
SL00007679,S0004683,L0008246,1
SL00007680,S0004684,L0008247,1
SL00007681,S0004684,L0008248,3
SL00007682,S0004684,L0008249,5
SL00007683,S0004685,L0008252,2
SL00007684,S0004685,L0008253,5
SL00007685,S0004685,L0008254,1
SL00007686,S0004686,L0008255,5
SL00007687,S0004686,L0008256,5
SL00007688,S0004686,L0008257,4
SL00007689,S0004687,L0008258,2
SL00007690,S0004688,L0008258,1
SL00007691,S0004687,L0008259,3
SL00007692,S0004688,L0008259,2
SL00007693,S0004689,L0008260,3
SL00007694,S0004689,L0008261,2
SL00007695,S0004689,L0008262,5
SL00007696,S0004690,L0008263,3
SL00007697,S0004690,L0008264,3
SL00007698,S0004691,L0008265,1
SL00007699,S0004693,L0008266,5
SL00007700,S0004693,L0008267,4
SL00007701,S0004693,L0008268,2
SL00007702,S0004694,L0008269,3
SL00007703,S0004695,L0008270,3
SL00007704,S0004695,L0008271,5
SL00007705,S0004696,L0008272,5
SL00007706,S0004696,L0008273,1
SL00007707,S0004697,L0008274,3
SL00007708,S0004697,L0008275,2
SL00007709,S0004698,L0008277,5
SL00007710,S0004699,L0008278,4
SL00007711,S0004700,L0008279,1
SL00007712,S0004700,L0008280,2
SL00007713,S0004701,L0008281,2
SL00007714,S0004701,L0008282,2
SL00007715,S0004702,L0008283,4
SL00007716,S0004703,L0008283,1
SL00007717,S0004705,L0008284,4
SL00007718,S0004705,L0008285,5
SL00007719,S0004705,L0008286,2
SL00007720,S0004705,L0008287,2
SL00007721,S0004706,L0008288,1
SL00007722,S0004706,L0008289,4
SL00007723,S0004707,L0008290,1
SL00007724,S0004708,L0008291,5
SL00007725,S0004709,L0008292,1
SL00007726,S0004710,L0008293,1
SL00007727,S0004710,L0008294,5
SL00007728,S0004711,L0008295,5
SL00007729,S0004711,L0008296,3
SL00007730,S0004711,L0008297,5
SL00007731,S0004712,L0008298,1
SL00007732,S0004713,L0008299,3
SL00007733,S0004713,L0008300,5
SL00007734,S0004713,L0008301,2
SL00007735,S0004713,L0008302,3
SL00007736,S0004714,L0008303,4
SL00007737,S0004714,L0008304,4
SL00007738,S0004715,L0008305,2
SL00007739,S0004716,L0008306,2
SL00007740,S0004717,L0008306,1
SL00007741,S0004718,L0008307,3
SL00007742,S0004718,L0008308,1
SL00007743,S0004718,L0008309,4
SL00007744,S0004719,L0008310,1
SL00007745,S0004720,L0008310,1
SL00007746,S0004721,L0008310,2
SL00007747,S0004722,L0008311,5
SL00007748,S0004723,L0008312,2
SL00007749,S0004723,L0008313,3
SL00007750,S0004724,L0008314,5
SL00007751,S0004724,L0008315,4
SL00007752,S0004725,L0008316,5
SL00007753,S0004726,L0008317,1
SL00007754,S0004727,L0008318,1
SL00007755,S0004727,L0008319,4
SL00007756,S0004727,L0008320,3
SL00007757,S0004728,L0008321,3
SL00007758,S0004728,L0008322,2
SL00007759,S0004730,L0008326,4
SL00007760,S0004731,L0008327,4
SL00007761,S0004732,L0008328,2
SL00007762,S0004733,L0008328,1
SL00007763,S0004732,L0008329,1
SL00007764,S0004733,L0008329,2
SL00007765,S0004734,L0008330,1
SL00007766,S0004735,L0008331,1
SL00007767,S0004735,L0008332,1
SL00007768,S0004736,L0008333,1
SL00007769,S0004736,L0008334,4
SL00007770,S0004736,L0008335,5
SL00007771,S0004737,L0008336,2
SL00007772,S0004738,L0008337,3
SL00007773,S0004738,L0008338,1
SL00007774,S0004738,L0008339,1
SL00007775,S0004739,L0008340,4
SL00007776,S0004739,L0008341,2
SL00007777,S0004741,L0008342,2
SL00007778,S0004740,L0008343,4
SL00007779,S0004742,L0008345,2
SL00007780,S0004743,L0008346,5
SL00007781,S0004743,L0008347,2
SL00007782,S0004744,L0008350,5
SL00007783,S0004744,L0008351,1
SL00007784,S0004745,L0008352,2
SL00007785,S0004745,L0008353,4
SL00007786,S0004746,L0008354,4
SL00007787,S0004746,L0008355,1
SL00007788,S0004747,L0008356,3
SL00007789,S0004747,L0008357,2
SL00007790,S0004747,L0008358,5
SL00007791,S0004748,L0008359,2
SL00007792,S0004748,L0008360,3
SL00007793,S0004748,L0008361,2
SL00007794,S0004749,L0008362,2
SL00007795,S0004750,L0008363,3
SL00007796,S0004751,L0008364,3
SL00007797,S0004751,L0008365,1
SL00007798,S0004751,L0008366,4
SL00007799,S0004752,L0008367,4
SL00007800,S0004753,L0008368,3
SL00007801,S0004754,L0008369,1
SL00007802,S0004755,L0008369,1
SL00007803,S0004756,L0008369,1
SL00007804,S0004757,L0008370,5
SL00007805,S0004757,L0008371,3
SL00007806,S0004758,L0008372,2
SL00007807,S0004759,L0008373,2
SL00007808,S0004759,L0008374,4
SL00007809,S0004760,L0008375,1
SL00007810,S0004760,L0008376,3
SL00007811,S0004760,L0008377,1
SL00007812,S0004761,L0008378,2
SL00007813,S0004761,L0008379,5
SL00007814,S0004763,L0008380,3
SL00007815,S0004762,L0008381,2
SL00007816,S0004764,L0008382,2
SL00007817,S0004765,L0008383,3
SL00007818,S0004765,L0008384,4
SL00007819,S0004765,L0008385,2
SL00007820,S0004766,L0008386,1
SL00007821,S0004766,L0008387,4
SL00007822,S0004767,L0008388,5
SL00007823,S0004768,L0008389,5
SL00007824,S0004768,L0008390,3
SL00007825,S0004768,L0008391,1
SL00007826,S0004769,L0008392,3
SL00007827,S0004769,L0008393,2
SL00007828,S0004770,L0008396,2
SL00007829,S0004770,L0008397,4
SL00007830,S0004771,L0008398,5
SL00007831,S0004771,L0008399,2
SL00007832,S0004771,L0008400,2
SL00007833,S0004772,L0008403,5
SL00007834,S0004773,L0008407,2
SL00007835,S0004773,L0008408,5
SL00007836,S0004773,L0008409,5
SL00007837,S0004774,L0008410,3
SL00007838,S0004774,L0008411,3
SL00007839,S0004775,L0008412,2
SL00007840,S0004775,L0008413,3
SL00007841,S0004777,L0008415,2
SL00007842,S0004777,L0008416,3
SL00007843,S0004778,L0008417,5
SL00007844,S0004779,L0008418,1
SL00007845,S0004779,L0008419,1
SL00007846,S0004779,L0008420,1
SL00007847,S0004780,L0008421,5
SL00007848,S0004780,L0008422,1
SL00007849,S0004780,L0008423,4
SL00007850,S0004782,L0008427,4
SL00007851,S0004781,L0008428,1
SL00007852,S0004782,L0008428,1
SL00007853,S0004783,L0008429,2
SL00007854,S0004784,L0008433,2
SL00007855,S0004785,L0008434,1
SL00007856,S0004785,L0008435,2
SL00007857,S0004786,L0008436,4
SL00007858,S0004787,L0008437,2
SL00007859,S0004788,L0008437,2
SL00007860,S0004789,L0008438,5
SL00007861,S0004789,L0008439,4
SL00007862,S0004789,L0008440,1
SL00007863,S0004789,L0008441,5
SL00007864,S0004790,L0008442,1
SL00007865,S0004790,L0008443,4
SL00007866,S0004790,L0008444,2
SL00007867,S0004791,L0008445,3
SL00007868,S0004792,L0008446,1
SL00007869,S0004794,L0008447,2
SL00007870,S0004794,L0008448,1
SL00007871,S0004793,L0008449,1
SL00007872,S0004794,L0008449,4
SL00007873,S0004793,L0008450,2
SL00007874,S0004795,L0008451,1
SL00007875,S0004796,L0008451,2
SL00007876,S0004797,L0008452,1
SL00007877,S0004798,L0008453,3
SL00007878,S0004798,L0008454,3
SL00007879,S0004798,L0008455,3
SL00007880,S0004799,L0008456,3
SL00007881,S0004800,L0008457,2
SL00007882,S0004801,L0008458,1
SL00007883,S0004803,L0008459,1
SL00007884,S0004804,L0008460,1
SL00007885,S0004805,L0008461,1
SL00007886,S0004806,L0008462,5
SL00007887,S0004806,L0008463,2
SL00007888,S0004807,L0008464,4
SL00007889,S0004807,L0008465,4
SL00007890,S0004808,L0008466,5
SL00007891,S0004808,L0008467,4
SL00007892,S0004808,L0008468,2
SL00007893,S0004809,L0008469,1
SL00007894,S0004809,L0008470,1
SL00007895,S0004810,L0008471,2
SL00007896,S0004811,L0008473,2
SL00007897,S0004812,L0008474,5
SL00007898,S0004812,L0008475,2
SL00007899,S0004813,L0008476,1
SL00007900,S0004814,L0008477,2
SL00007901,S0004814,L0008478,3
SL00007902,S0004815,L0008479,5
SL00007903,S0004815,L0008480,3
SL00007904,S0004817,L0008480,1
SL00007905,S0004818,L0008481,2
SL00007906,S0004818,L0008482,5
SL00007907,S0004819,L0008483,2
SL00007908,S0004820,L0008484,2
SL00007909,S0004820,L0008485,4
SL00007910,S0004820,L0008486,1
SL00007911,S0004821,L0008487,3
SL00007912,S0004821,L0008488,2
SL00007913,S0004822,L0008489,4
SL00007914,S0004822,L0008490,2
SL00007915,S0004822,L0008491,1
SL00007916,S0004823,L0008494,4
SL00007917,S0004823,L0008495,1
SL00007918,S0004823,L0008496,1
SL00007919,S0004823,L0008497,5
SL00007920,S0004825,L0008498,3
SL00007921,S0004827,L0008500,4
SL00007922,S0004827,L0008501,4
SL00007923,S0004828,L0008502,3
SL00007924,S0004829,L0008503,3
SL00007925,S0004830,L0008504,3
SL00007926,S0004830,L0008505,1
SL00007927,S0004831,L0008506,3
SL00007928,S0004831,L0008507,5
SL00007929,S0004832,L0008508,2
SL00007930,S0004832,L0008509,4
SL00007931,S0004833,L0008510,5
SL00007932,S0004833,L0008511,1
SL00007933,S0004834,L0008512,2
SL00007934,S0004835,L0008513,1
SL00007935,S0004837,L0008514,1
SL00007936,S0004838,L0008514,2
SL00007937,S0004839,L0008515,2
SL00007938,S0004839,L0008516,1
SL00007939,S0004841,L0008517,4
SL00007940,S0004842,L0008518,1
SL00007941,S0004843,L0008519,1
SL00007942,S0004844,L0008520,5
SL00007943,S0004845,L0008521,1
SL00007944,S0004846,L0008522,2
SL00007945,S0004848,L0008524,1
SL00007946,S0004848,L0008525,3
SL00007947,S0004848,L0008526,3
SL00007948,S0004848,L0008527,2
SL00007949,S0004849,L0008528,5
SL00007950,S0004849,L0008529,1
SL00007951,S0004850,L0008530,1
SL00007952,S0004850,L0008531,1
SL00007953,S0004850,L0008532,5
SL00007954,S0004851,L0008533,1
SL00007955,S0004851,L0008534,4
SL00007956,S0004852,L0008535,1
SL00007957,S0004853,L0008536,3
SL00007958,S0004855,L0008537,1
SL00007959,S0004856,L0008538,3
SL00007960,S0004856,L0008539,2
SL00007961,S0004857,L0008540,2
